user_id,user_name_hashed,email_hashed,signup_date,country,acquisition_channel,age
USR_1000,340353b22ffffceb,213bfa35e27ef6f7,2024-01-01 00:00:00.000000,NL,Organic,45
USR_1001,e193a986eeaf1e8d,54bc5896bfcabbc7,2024-01-01 17:32:15.135135,TR,Paid Search,24
USR_1002,d55653de3e1b6fff,98d28db99c10a605,2024-01-02 11:04:30.270270,CH,Referral,52
USR_1003,0863373776cf83ee,e565ac552fb129a0,2024-01-03 04:36:45.405405,CH,Social Media,45
USR_1004,21f9dc444a052dac,da9b96cb408a4d16,2024-01-03 22:09:00.540540,DE,Referral,31
USR_1005,75aaa3993a0f7601,1bf5b6742b782130,2024-01-04 15:41:15.675675,DE,Social Media,27
USR_1006,ff4b47deecacc98b,03ca47db51a07dbf,2024-01-05 09:13:30.810810,DE,Social Media,33
USR_1007,7d28c148d3b89ff4,8199fe33f9a96514,2024-01-06 02:45:45.945945,UK,Referral,33
USR_1008,2f932f79e9a5e673,03194697ff7b55b8,2024-01-06 20:18:01.081081,CH,Organic,48
USR_1009,dc9963c10a84b4bc,3543b016783a36b6,2024-01-07 13:50:16.216216,CH,Paid Search,59
USR_1010,992161ab8533d605,5e7946a1a43fb1fb,2024-01-08 07:22:31.351351,DE,Organic,42
USR_1011,b679e71e72c67aa2,322f6d156d7a6b29,2024-01-09 00:54:46.486486,TR,Email,30
USR_1012,0b0d3454ef3bd7e3,29c98693861d0bd7,2024-01-09 18:27:01.621621,UK,Email,23
USR_1013,8d8606a062c1f815,d13b4dc0da9b714d,2024-01-10 11:59:16.756756,DE,Organic,61
USR_1014,a50f7e82209221c0,23e721cd1cc899c0,2024-01-11 05:31:31.891891,DE,Social Media,26
USR_1015,ea4d28a75cfb2656,1543e1dfc7c8d045,2024-01-11 23:03:47.027027,DE,Email,62
USR_1016,d8aa732ff00541a2,7a81d150811c6106,2024-01-12 16:36:02.162162,NL,Organic,53
USR_1017,1deb1cdee51ce4bf,f5a33665c4c7c420,2024-01-13 10:08:17.297297,NL,Social Media,60
USR_1018,50f0facb8c62a5d9,a966a9a4d3191ce5,2024-01-14 03:40:32.432432,NL,Email,37
USR_1019,ec2ba384c65b5551,e5c4ea23beceee91,2024-01-14 21:12:47.567567,DE,Organic,35
USR_1020,0cada378287f5523,9896565f67bdd374,2024-01-15 14:45:02.702702,CH,Social Media,60
USR_1021,13cfd283ed75e503,d5545be7a0425965,2024-01-16 08:17:17.837837,DE,Organic,38
USR_1022,0f12c6d6ad48c4ff,a8fe03a53c10eb6d,2024-01-17 01:49:32.972972,DE,Email,21
USR_1023,d8eacbde450df1c1,b9c200e17f429af8,2024-01-17 19:21:48.108108,NL,Email,50
USR_1024,db4d5050198b027c,776495697db4b5ae,2024-01-18 12:54:03.243243,NL,Email,44
USR_1025,9f2a17970f0018ce,c259c0f597fad436,2024-01-19 06:26:18.378378,UK,Paid Search,24
USR_1026,08c718073ad1402c,056a650cf99536f2,2024-01-19 23:58:33.513513,DE,Referral,23
USR_1027,052486da722af906,8d3be36478cd27a8,2024-01-20 17:30:48.648648,NL,Referral,32
USR_1028,bccd6c7f05b780ae,0a076caf2fa21684,2024-01-21 11:03:03.783783,CH,Paid Search,35
USR_1029,d28aa62f4092e1ba,a5995d266e6406fc,2024-01-22 04:35:18.918918,DE,Referral,49
USR_1030,5a297d2202a4f38b,eadb0731e2e2aaf5,2024-01-22 22:07:34.054054,CH,Organic,28
USR_1031,5a2437ab17fc67ff,9b3a5dca4a5c16e3,2024-01-23 15:39:49.189189,DE,Social Media,37
USR_1032,579f0b436520029c,49449ddf55bff77c,2024-01-24 09:12:04.324324,DE,Organic,41
USR_1033,dc3b16f9031d7493,71b2c8c1a2876147,2024-01-25 02:44:19.459459,TR,Organic,32
USR_1034,5948671556509fe8,ea04d5a975beeb9b,2024-01-25 20:16:34.594594,TR,Organic,24
USR_1035,294f57930a9fb9e0,1acf3d3c552a787c,2024-01-26 13:48:49.729729,UK,Social Media,38
USR_1036,e53165bad5ecea34,776ef4a7d355fb51,2024-01-27 07:21:04.864864,NL,Paid Search,59
USR_1037,3af9ff9850eaf4dc,699ecf5f46125709,2024-01-28 00:53:20.000000,DE,Social Media,43
USR_1038,4e89c60e03d58b01,9535d3441e44310f,2024-01-28 18:25:35.135135,CH,Organic,61
USR_1039,0365f4085630dbd4,14a72826c4a58842,2024-01-29 11:57:50.270270,NL,Paid Search,31
USR_1040,d32468e0b1f2cba6,031791b0d9dd28bc,2024-01-30 05:30:05.405405,DE,Paid Search,54
USR_1041,d2848ec90c6a0b25,9fad43adc94b87a8,2024-01-30 23:02:20.540540,NL,Referral,38
USR_1042,bd393ca7ad5155db,43ded1a27c1d4801,2024-01-31 16:34:35.675675,DE,Paid Search,35
USR_1043,f249206ad9e4cb53,4489e6b35ef5dab0,2024-02-01 10:06:50.810810,TR,Social Media,22
USR_1044,4f98baadb1cbe71d,9b6564070700660f,2024-02-02 03:39:05.945945,DE,Referral,20
USR_1045,84a266ed089142d7,2ea5de199c26cfad,2024-02-02 21:11:21.081081,CH,Social Media,40
USR_1046,d04755d6450ac9de,ac7cb95fa056f233,2024-02-03 14:43:36.216216,NL,Organic,43
USR_1047,c81f2f51d76eb2fd,742210c073565953,2024-02-04 08:15:51.351351,NL,Organic,54
USR_1048,d9cd984f7d21a5ab,a96a685d9f49682b,2024-02-05 01:48:06.486486,NL,Referral,41
USR_1049,1fbf0a922aa442c7,ad7718adbeeba5e0,2024-02-05 19:20:21.621621,DE,Organic,36
USR_1050,296b6700ef93e769,d2895b53e094f131,2024-02-06 12:52:36.756756,TR,Referral,42
USR_1051,50f51573d925372b,e959721f61a84e81,2024-02-07 06:24:51.891891,UK,Paid Search,38
USR_1052,6f24f04e496397a2,a340b1ee0c8cdffe,2024-02-07 23:57:07.027027,TR,Email,29
USR_1053,3093b5c70f691da5,e0a3d6de4cd86220,2024-02-08 17:29:22.162162,UK,Referral,58
USR_1054,12c072c0bed30252,b694fdfff5fc4b11,2024-02-09 11:01:37.297297,CH,Email,50
USR_1055,b2b14fd954888a32,69a282a36841d910,2024-02-10 04:33:52.432432,TR,Paid Search,21
USR_1056,104df9253781a71b,5a44deb0b99dfe02,2024-02-10 22:06:07.567567,DE,Referral,59
USR_1057,bf2129e5ed0c208b,2425edbe76422c24,2024-02-11 15:38:22.702702,DE,Paid Search,24
USR_1058,9f45f30a51381205,9f9ed672285ebf70,2024-02-12 09:10:37.837837,DE,Paid Search,39
USR_1059,c6d1e9de4a223068,2c3eceb686338a9d,2024-02-13 02:42:52.972972,NL,Social Media,50
USR_1060,25a5d32b9f123ef1,1eb2345065b0053e,2024-02-13 20:15:08.108108,NL,Referral,34
USR_1061,fef0ccd9346da2e5,b7fecc2aa0431931,2024-02-14 13:47:23.243243,DE,Email,41
USR_1062,b1ef903b40fe1a70,1735228b71c14999,2024-02-15 07:19:38.378378,UK,Referral,51
USR_1063,273016b51a47706e,c1097ff1de5b9efa,2024-02-16 00:51:53.513513,NL,Paid Search,45
USR_1064,bfb6d767c1f9344f,e2a7f5b598344efb,2024-02-16 18:24:08.648648,DE,Paid Search,60
USR_1065,b7caf8a8d5f50ef6,7e4dedb2ba549cc4,2024-02-17 11:56:23.783783,NL,Social Media,58
USR_1066,85161bf764384141,775c5b52bbdabe3a,2024-02-18 05:28:38.918918,DE,Organic,56
USR_1067,ace8bdfac1f0dfef,a3df6acc8425bf49,2024-02-18 23:00:54.054054,UK,Organic,39
USR_1068,3b4f6e051271adda,c9e935be1ac39ae9,2024-02-19 16:33:09.189189,DE,Paid Search,34
USR_1069,f955c48ad346667f,67007d6d9cf7efce,2024-02-20 10:05:24.324324,TR,Organic,51
USR_1070,447474942421654d,381257c326ee5888,2024-02-21 03:37:39.459459,UK,Organic,23
USR_1071,49d6106c12affbed,8f0ce22532384dd6,2024-02-21 21:09:54.594594,DE,Organic,63
USR_1072,afe458df0171877c,e73834591eeb8c04,2024-02-22 14:42:09.729729,DE,Organic,23
USR_1073,b9b0069d47dee95b,edc11c3162f84c4d,2024-02-23 08:14:24.864864,UK,Organic,51
USR_1074,7674e1589c167358,2b40a2f7ac973ff4,2024-02-24 01:46:40.000000,CH,Email,18
USR_1075,ba0f85de46068a4f,c0798b6e70889193,2024-02-24 19:18:55.135135,CH,Paid Search,27
USR_1076,2e746ee44497ebfd,b13697b1d5f1a07f,2024-02-25 12:51:10.270270,UK,Paid Search,38
USR_1077,ea7f7b1440ccaee2,b1053da50e232738,2024-02-26 06:23:25.405405,DE,Social Media,22
USR_1078,91e4d5385b5d22b5,63139cde063fa2a9,2024-02-26 23:55:40.540540,NL,Organic,19
USR_1079,4f4fa897118317ea,eb23eab9e1e68305,2024-02-27 17:27:55.675675,DE,Email,39
USR_1080,8f2391dc2b9b97bc,28846b9d72562570,2024-02-28 11:00:10.810810,UK,Referral,19
USR_1081,416dd45fb1b70ee8,e38be16f158ea391,2024-02-29 04:32:25.945945,CH,Organic,27
USR_1082,9de58c1bad3990e3,a467187a0eeaef91,2024-02-29 22:04:41.081081,NL,Paid Search,51
USR_1083,a5020c5d21ba242c,a33ef17a08ae3b64,2024-03-01 15:36:56.216216,DE,Referral,33
USR_1084,794dc8e08874f203,c1d6aa7747819d22,2024-03-02 09:09:11.351351,NL,Email,56
USR_1085,fe422455f600805e,f8be71bae6405f49,2024-03-03 02:41:26.486486,NL,Paid Search,39
USR_1086,d173d770e3d01d79,438559077b23ee0d,2024-03-03 20:13:41.621621,CH,Social Media,29
USR_1087,4e25eb2a07878a24,86ba0368c09fba61,2024-03-04 13:45:56.756756,CH,Organic,41
USR_1088,66e00d53e3b5b28a,0026b2c42ed388de,2024-03-05 07:18:11.891891,UK,Email,64
USR_1089,c8b05dad14fa457e,32baf854bba34430,2024-03-06 00:50:27.027027,NL,Organic,57
USR_1090,2a6d9418f6415391,901449cd9ffe256f,2024-03-06 18:22:42.162162,DE,Email,55
USR_1091,da263b6d187aaeaa,a9cd0af19f29ac9d,2024-03-07 11:54:57.297297,CH,Social Media,27
USR_1092,6bd491a3ee58d7fc,270174e8a80dc72a,2024-03-08 05:27:12.432432,UK,Social Media,52
USR_1093,c514017016bd9256,d2be02b967f810a8,2024-03-08 22:59:27.567567,CH,Paid Search,49
USR_1094,d9b18269bc7816c2,a5aac86c08b89e47,2024-03-09 16:31:42.702702,UK,Organic,24
USR_1095,c09fe5e16f3cdf14,058653f1cf5906f1,2024-03-10 10:03:57.837837,NL,Organic,38
USR_1096,4d542c7fd6e03ae2,c51c23ad3b2ee499,2024-03-11 03:36:12.972972,NL,Organic,37
USR_1097,196ed9d6405de687,a986d6dcb8ac2007,2024-03-11 21:08:28.108108,NL,Organic,43
USR_1098,6bd68d9e7eb36b50,2d86a7f327118c0a,2024-03-12 14:40:43.243243,DE,Referral,21
USR_1099,8e9438512b509179,7fc169aa6aef56c5,2024-03-13 08:12:58.378378,DE,Paid Search,63
USR_1100,d73d0af60562bfaa,f893e6c804cfd8b5,2024-03-14 01:45:13.513513,DE,Organic,39
USR_1101,de7ee11ffec6049e,51c9ad47c77b1e3c,2024-03-14 19:17:28.648648,CH,Email,32
USR_1102,3d4c9e6a950efc4f,1d8a53ad748a6c4d,2024-03-15 12:49:43.783783,NL,Referral,57
USR_1103,b22425a14a565451,925bda3357b587e2,2024-03-16 06:21:58.918918,NL,Email,38
USR_1104,6617b076189dfe70,61b29f5259e5cb0c,2024-03-16 23:54:14.054054,TR,Email,32
USR_1105,8f8ac31c31ffdb8b,9f8f5fac85da8d80,2024-03-17 17:26:29.189189,DE,Organic,39
USR_1106,af43cf558c347d66,1b480f078e634759,2024-03-18 10:58:44.324324,NL,Paid Search,45
USR_1107,ade09efafe5cd90e,e8464c2ce8c8168f,2024-03-19 04:30:59.459459,UK,Referral,31
USR_1108,343972c54b01c10f,0a8b90827915d78d,2024-03-19 22:03:14.594594,DE,Social Media,44
USR_1109,f6776d5a74b1694a,3ab638fbcc5d3e24,2024-03-20 15:35:29.729729,DE,Organic,58
USR_1110,4b722a7b8be83029,ccf21f97e69da379,2024-03-21 09:07:44.864864,DE,Referral,57
USR_1111,6ca27c271bbf0db3,8ab91ab46bab37a1,2024-03-22 02:40:00.000000,DE,Organic,45
USR_1112,deefd2c33b9422c3,ee97597535fa82bb,2024-03-22 20:12:15.135135,TR,Organic,43
USR_1113,9fc017288a942062,a42f25442e57d532,2024-03-23 13:44:30.270270,UK,Paid Search,19
USR_1114,0112b7b6b48787b1,1ba61d660d418b53,2024-03-24 07:16:45.405405,CH,Social Media,42
USR_1115,5a1429c0ee831c7b,584368d938d6efa9,2024-03-25 00:49:00.540540,UK,Social Media,20
USR_1116,d7b9fd8819874641,571915ed666e41d5,2024-03-25 18:21:15.675675,UK,Organic,25
USR_1117,56c91713bb787b51,7ce3abcdbba1f62b,2024-03-26 11:53:30.810810,DE,Referral,61
USR_1118,8a50886f7341dbc3,e68f557a9679ce39,2024-03-27 05:25:45.945945,UK,Organic,50
USR_1119,e13c184dc986a05f,d2eee8350ba7d22b,2024-03-27 22:58:01.081081,NL,Organic,59
USR_1120,fc3224fdf7ef085a,70a5dde068ab7331,2024-03-28 16:30:16.216216,UK,Referral,52
USR_1121,71728eb3a2970521,33ffd4ef61e8dd55,2024-03-29 10:02:31.351351,UK,Email,23
USR_1122,d4379c5aaf520306,2c7a8f10369f33c9,2024-03-30 03:34:46.486486,NL,Referral,56
USR_1123,cddcc3ce5c01529f,16599d6a4c187f13,2024-03-30 21:07:01.621621,DE,Referral,40
USR_1124,960445972e966462,4240c8c9d5f434a0,2024-03-31 14:39:16.756756,DE,Social Media,42
USR_1125,d68ad4f5c6a7f5ff,4232c0ab03d39e1f,2024-04-01 08:11:31.891891,NL,Social Media,60
USR_1126,9ce4fb35d78985b5,b8ef57bd3c312725,2024-04-02 01:43:47.027027,UK,Organic,36
USR_1127,ef639e721e58f271,8f991ae1cd168490,2024-04-02 19:16:02.162162,UK,Paid Search,22
USR_1128,8d4bc0f5e8d552c4,250f7f6568ae89c3,2024-04-03 12:48:17.297297,DE,Paid Search,28
USR_1129,41a48c14beedb4db,b0e882b787dfc7ae,2024-04-04 06:20:32.432432,NL,Organic,29
USR_1130,89411ea6f5a842fe,e0f1cab27e9ea43a,2024-04-04 23:52:47.567567,NL,Social Media,27
USR_1131,afe0a22cfdf792ca,8d90452084564cc0,2024-04-05 17:25:02.702702,DE,Paid Search,25
USR_1132,0d7acd6de4a794d5,3b34de28d1431d6a,2024-04-06 10:57:17.837837,DE,Organic,41
USR_1133,11173ae2ae8df26a,28d5b147b806b2c2,2024-04-07 04:29:32.972972,NL,Organic,45
USR_1134,c5a4920f8f50b181,d1b72d7ea9e0a3fc,2024-04-07 22:01:48.108108,TR,Social Media,58
USR_1135,f188b1f42304ef82,9b13aefc1e85edba,2024-04-08 15:34:03.243243,NL,Organic,53
USR_1136,e440ccb0ea957a38,b49d650bb7cf2b94,2024-04-09 09:06:18.378378,NL,Referral,54
USR_1137,3061016d6939a724,f123c7ea71b90985,2024-04-10 02:38:33.513513,CH,Paid Search,38
USR_1138,b6d7043a7134c4f4,e6db6feeed3d74eb,2024-04-10 20:10:48.648648,NL,Paid Search,25
USR_1139,243b5a4472c8a8b6,c174a01ce0075007,2024-04-11 13:43:03.783783,TR,Social Media,26
USR_1140,a9b716e214d9895f,7632ee19d9de0c6f,2024-04-12 07:15:18.918918,TR,Referral,64
USR_1141,c9eb11ce4c06e41a,04ba34febe2b78c3,2024-04-13 00:47:34.054054,DE,Paid Search,32
USR_1142,370f52744cbabaf6,fb304d46e7263c04,2024-04-13 18:19:49.189189,NL,Social Media,63
USR_1143,85161bf764384141,a315f50a9ea836d0,2024-04-14 11:52:04.324324,NL,Social Media,57
USR_1144,3797435fd5502eff,33405b5fc19329da,2024-04-15 05:24:19.459459,DE,Organic,35
USR_1145,f44e3c790dfd724e,cdd24a81a7dfe034,2024-04-15 22:56:34.594594,DE,Referral,59
USR_1146,28be987dbafb9a3e,da049676f51fc53d,2024-04-16 16:28:49.729729,CH,Referral,37
USR_1147,93708218df046fb8,64f10234914ed632,2024-04-17 10:01:04.864864,NL,Social Media,23
USR_1148,80bc55f34faac401,ad93747a91f037ac,2024-04-18 03:33:20.000000,DE,Referral,29
USR_1149,0d819dd2c69f8117,aee307a63812d7ca,2024-04-18 21:05:35.135135,DE,Referral,19
USR_1150,ba26cf40913e4ef2,322fb0be30c263a1,2024-04-19 14:37:50.270270,TR,Social Media,24
USR_1151,bc662993241a3b7b,36b5e0e3df043c3a,2024-04-20 08:10:05.405405,DE,Referral,33
USR_1152,3a94991739b96c9c,b62d7d8c4db74a32,2024-04-21 01:42:20.540540,DE,Social Media,20
USR_1153,3487efc8541e1d38,a2c56c24e0526a19,2024-04-21 19:14:35.675675,NL,Social Media,62
USR_1154,2042cf27f3b704f0,54e336c2112110d8,2024-04-22 12:46:50.810810,TR,Social Media,20
USR_1155,1355c3450be78227,71ab66f2a24b454e,2024-04-23 06:19:05.945945,DE,Referral,44
USR_1156,8a66fabbe4b93b5d,4946f2bd8d572f68,2024-04-23 23:51:21.081081,CH,Organic,60
USR_1157,8a3f1a84ac1d4b61,461125aa5b344145,2024-04-24 17:23:36.216216,UK,Referral,57
USR_1158,aa5e8eb1495f16e9,8fae303bfc4d505e,2024-04-25 10:55:51.351351,DE,Referral,55
USR_1159,1fdcab93b7fd0d75,95e2afbbb314e21e,2024-04-26 04:28:06.486486,CH,Organic,50
USR_1160,d6753361a86effba,b175fdee29f4af1c,2024-04-26 22:00:21.621621,NL,Referral,45
USR_1161,f2411c09061197e4,eecbecea86dfd69f,2024-04-27 15:32:36.756756,CH,Organic,18
USR_1162,6f51b02badd30b99,86ea8092e93457b7,2024-04-28 09:04:51.891891,CH,Paid Search,25
USR_1163,02951409ea1d2d15,7409150a0faa5a7b,2024-04-29 02:37:07.027027,NL,Social Media,54
USR_1164,29b9c1158cdda6aa,bd519243aade60c5,2024-04-29 20:09:22.162162,DE,Organic,49
USR_1165,5719a377ef1a00ef,6d13625a369fab8f,2024-04-30 13:41:37.297297,UK,Referral,60
USR_1166,4e2b41011920cfbb,7d99923188033a89,2024-05-01 07:13:52.432432,NL,Referral,54
USR_1167,1bb10d18f040a176,a44638b7405739b6,2024-05-02 00:46:07.567567,DE,Paid Search,21
USR_1168,1cbb58a115745241,94dedae9e4d5fe95,2024-05-02 18:18:22.702702,DE,Organic,47
USR_1169,e33fc9bbf4a54653,d2ec8e4367a48feb,2024-05-03 11:50:37.837837,CH,Organic,23
USR_1170,286e9f89f49f000d,408fa6cd8e0ec219,2024-05-04 05:22:52.972972,CH,Social Media,63
USR_1171,621a962d33a85976,3a910481bd521d56,2024-05-04 22:55:08.108108,DE,Email,36
USR_1172,df1bbabf3579c659,778018a9bd58189f,2024-05-05 16:27:23.243243,NL,Social Media,49
USR_1173,5a54b206eb3fabac,008ce7482c1a394d,2024-05-06 09:59:38.378378,DE,Organic,26
USR_1174,c0b5e42af377c2e2,23be5d2d05688a1e,2024-05-07 03:31:53.513513,CH,Social Media,29
USR_1175,7390fa60d545ba15,6a06bd7036d09eda,2024-05-07 21:04:08.648648,DE,Paid Search,28
USR_1176,4b51f7329853fd23,41d0febf456d6236,2024-05-08 14:36:23.783783,CH,Referral,63
USR_1177,688dcf0c13a3d717,a4433a85b0d33d40,2024-05-09 08:08:38.918918,NL,Organic,33
USR_1178,00a58dc5c8f2f7e0,0e08efe7594f9076,2024-05-10 01:40:54.054054,TR,Referral,18
USR_1179,7755700e093a67d6,b8007fc8c5dabe0a,2024-05-10 19:13:09.189189,DE,Paid Search,62
USR_1180,20b354193afb68f6,053e2e8a74344ab3,2024-05-11 12:45:24.324324,NL,Email,38
USR_1181,341ba77dfe1b9e57,45c18c4e6896bbea,2024-05-12 06:17:39.459459,DE,Paid Search,47
USR_1182,8f5eafcc7052a702,db0f1817d400fe19,2024-05-12 23:49:54.594594,TR,Social Media,30
USR_1183,48c085d4c76ffe6f,36856a44c3f8187d,2024-05-13 17:22:09.729729,UK,Email,51
USR_1184,2b86fc1be9c69504,3e3dd1affa21b9d9,2024-05-14 10:54:24.864864,DE,Organic,21
USR_1185,02685400c5a94475,139844f2cd80ea45,2024-05-15 04:26:40.000000,CH,Email,45
USR_1186,bcb65ce84e12092c,44d8851bf6c862ed,2024-05-15 21:58:55.135135,UK,Social Media,55
USR_1187,9364a44e8f0a6824,1babda2ae730388a,2024-05-16 15:31:10.270270,CH,Organic,48
USR_1188,b494118710708568,44b604b200450439,2024-05-17 09:03:25.405405,NL,Paid Search,44
USR_1189,a01fdafec155999e,2fd97ebb49b3c44b,2024-05-18 02:35:40.540540,DE,Social Media,22
USR_1190,0d9a655d80036f4a,104bd0d899a4b420,2024-05-18 20:07:55.675675,DE,Organic,42
USR_1191,ac95f1bc16db9221,1f7bdb3d459e6565,2024-05-19 13:40:10.810810,UK,Social Media,20
USR_1192,3ee5181cd9505505,b075d62098174255,2024-05-20 07:12:25.945945,TR,Paid Search,50
USR_1193,5cb71dfaef350552,0417bd4a2d45547d,2024-05-21 00:44:41.081081,CH,Social Media,21
USR_1194,4941134de7036077,75d908789b2a5025,2024-05-21 18:16:56.216216,NL,Organic,42
USR_1195,ef61a579c907bbed,b113d6a7f4cd4c58,2024-05-22 11:49:11.351351,NL,Referral,37
USR_1196,4e79f6901bb98fad,346b1b5ddcdf3786,2024-05-23 05:21:26.486486,CH,Email,51
USR_1197,e9018c5a87fec5b9,75f988e8084cd3d4,2024-05-23 22:53:41.621621,UK,Email,43
USR_1198,d266161eced11706,7d7e504e5822aaa7,2024-05-24 16:25:56.756756,UK,Social Media,22
USR_1199,537ced49f60ac5ce,c6ced56199e3cc7a,2024-05-25 09:58:11.891891,UK,Organic,52
USR_1200,ee50ac8091f1279e,d50a696d88662961,2024-05-26 03:30:27.027027,CH,Referral,45
USR_1201,34769b10a9051977,90766acad7157e22,2024-05-26 21:02:42.162162,DE,Organic,46
USR_1202,c3a11a97c442fab3,ff3a4d31f4bf2352,2024-05-27 14:34:57.297297,DE,Organic,26
USR_1203,7a742aa64b6f5cfd,411709bcb9ba9cda,2024-05-28 08:07:12.432432,UK,Paid Search,55
USR_1204,6a5e3430a8a7d12e,a09008b619ab2b7c,2024-05-29 01:39:27.567567,CH,Paid Search,23
USR_1205,22943b028f6c9dbd,4c1d70ea38f60dbb,2024-05-29 19:11:42.702702,DE,Referral,36
USR_1206,0f79409a89ace749,6a6650608fcb31f8,2024-05-30 12:43:57.837837,DE,Social Media,61
USR_1207,cbc1d7574b7cd0c7,5740e4643ba5a59e,2024-05-31 06:16:12.972972,CH,Paid Search,28
USR_1208,750c74fb22b712d1,9de59512dcb6cebf,2024-05-31 23:48:28.108108,DE,Organic,19
USR_1209,0769eb67e625664b,36d50daf7db8948d,2024-06-01 17:20:43.243243,DE,Email,64
USR_1210,5e1b5c2955839034,b2b35e8bb09e4258,2024-06-02 10:52:58.378378,NL,Paid Search,61
USR_1211,1748a0a3467fece4,1719d46dca2ee2b8,2024-06-03 04:25:13.513513,CH,Paid Search,61
USR_1212,4d11bb2710e99349,3424cb900e967f8b,2024-06-03 21:57:28.648648,CH,Organic,26
USR_1213,f62509ce4200c380,adaccbc63edb8105,2024-06-04 15:29:43.783783,DE,Referral,38
